Country,Latitude,Longitude,CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
Australia,25.2744,133.7751,WIG,2. Waste in general,CONTEXTUALDATA,Contextual data,TONNES,tonnes,FWVAR424AUS,Material disposed to landfill in Queensland,SOURCE83,TEC 2007  ,2004,2004,6025000,,
Australia,25.2744,133.7751,WIG,2. Waste in general,CONTEXTUALDATA,Contextual data,KGBYHOUSEHOLDBYWEEK,kg/household/week,FWVAR538AUS,Waste generation,SOURCE1,ACT 2009,2007,2007,16.37,,
Australia,25.2744,133.7751,WIG,2. Waste in general,CONTEXTUALDATA,Contextual data,KGBYHOUSEHOLDBYWEEK,kg/household/week,FWVAR538AUS,Waste generation,SOURCE1,ACT 2009,2009,2009,14.52,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,9478,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,9500,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,10080,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,14633,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2004,2004,321678,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2006,2006,302710,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2008,2008,318254,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2010,2010,324633,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2004,2004,9478,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2006,2006,9500,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2008,2008,10080,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,12145,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,2488,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,1,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,1,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,1,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,2,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2004,2004,39,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2006,2006,37,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2008,2008,38,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2010,2010,39,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2004,2004,1,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2006,2006,1,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2008,2008,1,,
Austria,47.5162,14.5501,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,1,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR213,Food Waste,SOURCE11,"Bio survey (Obersteiner & Schneider (2006), Ademilua (2009))",2006,2006,784570,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR213,Food Waste,SOURCE11,"Bio survey (Obersteiner & Schneider (2006), Ademilua (2009))",2006,2006,95,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,170023,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,546300,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,661300,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,714900,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,464120,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2004,2004,546300,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2006,2006,661300,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2008,2008,714900,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2010,2010,464120,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2004,2004,546300,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2006,2006,661300,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2008,2008,714900,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,294097,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,20,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,67,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,80,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,86,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,55,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2004,2004,67,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2006,2006,80,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2008,2008,86,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2010,2010,55,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2004,2004,67,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2006,2006,80,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2008,2008,86,,
Austria,47.5162,14.5501,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,35,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR226,Food Waste - Animal Fats,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,166000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,170000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR301,Food Waste - Milk - Excluding Butter,SOURCE31,FAO - Food balance sheets 2009,2009,2009,33000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR316,Food Waste - Oilcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR335,Food Waste - Pulses,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,51000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR357,Food Waste - Vegetable Oils,SOURCE31,FAO - Food balance sheets 2009,2009,2009,4000,,
Austria,47.5162,14.5501,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,113000,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,70740,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,1770680,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,570544,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,1473482,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,128828,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2004,2004,1770680,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2006,2006,570544,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2008,2008,1473482,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2010,2010,129480,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2004,2004,1419332,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2006,2006,525041,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2008,2008,1196885,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,351348,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,45503,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,276597,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,8,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,217,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,69,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,177,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,15,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2004,2004,217,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2006,2006,69,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2008,2008,177,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR5,Animal and vegetal waste,SOURCE30,EUROSTAT,2010,2010,15,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2004,2004,174,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2006,2006,63,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR6,Animal and vegetal waste (with exclusions),SOURCE30,EUROSTAT,2008,2008,144,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,43,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,6,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,33,,
Austria,47.5162,14.5501,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,293093,,
